Approximate Lat,Approximate Lon,City Name,Country Code,Exact Coordinates,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Max Temp
16.86,67.08,veraval,in,"(20.9, 70.366667)",20.9,70.366667,64.13,33,0,15.48,64.13
11.26,-13.44,telimele,gn,"(10.9, -13.0333333)",10.9,-13.0333333,64.94,62,1,2.1,64.94
59.48,154.44,talaya,ru,"(61.116667, 152.383333)",61.116667,152.383333,-28.41,80,100,6.8,-28.41
-51.1,-35.6,chuy,uy,"(-33.6833333, -53.45)",-33.6833333,-53.45,70.39,69,21,10.87,70.39
65.42,-136.61,mayo,ca,"(63.6, -135.916667)",63.6,-135.916667,-16.24,82,72,2.57,-16.24
61.56,-56.22,maniitsoq,gl,"(65.4166667, -52.9)",65.4166667,-52.9,26.1,79,0,5.3,26.1
12.42,105.17,kampong thum,kh,"(12.7, 104.9)",12.7,104.9,69.73,60,56,2.95,69.73
8.18,17.87,moissala,td,"(8.35, 17.7666667)",8.35,17.7666667,76.1,21,77,2.19,76.1
46.21,61.07,kazalinsk,kz,"(45.762778, 62.1075)",45.762778,62.1075,19.09,92,0,15.28,19.09
20.76,-102.15,arandas,mx,"(20.7, -102.35)",20.7,-102.35,71.8,32,77,8.08,71.8
-2.64,-39.56,itarema,br,"(-2.9, -39.966667)",-2.9,-39.966667,80.51,76,98,14.9,80.51
24.13,-70.37,cockburn town,tc,"(21.4666667, -71.1333333)",21.4666667,-71.1333333,77.38,73,23,13.89,77.38
-14.01,129.76,port keats,au,"(-14.24029, 129.52092)",-14.24029,129.52092,80.87,83,100,12.08,80.87
37.3,-145.29,kahului,us,"(20.8947222, -156.47)",20.8947222,-156.47,74.71,54,40,23.02,80.6
66.66,-14.27,hofn,is,"(64.25, -15.216667)",64.25,-15.216667,30.2,69,75,4.61,30.2
48.84,46.57,verkhniy baskunchak,ru,"(48.225639, 46.721695)",48.225639,46.721695,30.87,93,100,8.84,30.87
23.29,104.69,mabai,cn,"(23.012792, 104.450813)",23.012792,104.450813,45.16,96,100,3.09,45.16
-88.1,32.23,port elizabeth,za,"(-33.917988, 25.570066)",-33.917988,25.570066,60.8,88,0,4.61,60.8
44.79,106.15,mandalgovi,mn,"(45.75, 106.2666667)",45.75,106.2666667,11.14,86,52,17.11,11.14
-82.95,29.97,kruisfontein,za,"(-34.003333, 24.731417)",-34.003333,24.731417,61,83,0,1.01,61
-39.21,174.93,waverley,nz,"(-39.766667, 174.633333)",-39.766667,174.633333,57.02,70,67,8.99,57.99
65.19,3.51,raudeberg,no,"(61.980556, 5.133611)",61.980556,5.133611,33.01,75,100,20.11,33.01
60.32,68.77,gornopravdinsk,ru,"(60.05, 69.9)",60.05,69.9,11.26,96,99,3.87,11.26
2.76,0.48,mumford,gh,"(5.2666667, -0.75)",5.2666667,-0.75,79.02,88,45,9.15,79.02
86.78,149.33,chokurdakh,ru,"(70.633333, 147.916667)",70.633333,147.916667,-18.54,88,100,7.11,-18.54
58.4,26.39,puhja,ee,"(58.3419444, 26.3147222)",58.3419444,26.3147222,28.17,93,90,3.44,28.99
-80.26,178.78,kaitangata,nz,"(-46.275, 169.85)",-46.275,169.85,51.01,85,96,8.01,51.01
36.58,51.59,chalus,ir,"(36.654996, 51.420397)",36.654996,51.420397,50,100,40,2.3,50
64.39,145.28,artyk,ru,"(64.2, 145.1)",64.2,145.1,-29.92,80,100,2.73,-29.92
47.58,25.4,fundu moldovei,ro,"(47.533333, 25.4)",47.533333,25.4,26.65,72,100,6.44,28.99
63.78,168.47,kamenskoye,ru,"(62.5, 166.2)",62.5,166.2,0.72,92,99,14.27,0.72
-13.54,48.38,ambanja,mg,"(-13.6833333, 48.45)",-13.6833333,48.45,75.04,89,95,2.82,75.04
-30.73,177.16,russell,nz,"(-35.266667, 174.116667)",-35.266667,174.116667,73,48,2,8.99,73
25.1,101.2,dali,cn,"(25.7, 100.183333)",25.7,100.183333,39.31,72,0,2.98,39.31
-19.01,55.47,saint-denis,re,"(-20.8666667, 55.4666667)",-20.8666667,55.4666667,69.93,78,0,6.91,73.4
0.0,-43.7,cururupu,br,"(-1.833333, -44.866667)",-1.833333,-44.866667,76.89,85,97,3.24,76.89
27.84,78.86,sahawar,in,"(27.8, 78.85)",27.8,78.85,45.84,55,0,5.68,45.84
11.62,29.72,kaduqli,sd,"(11.0166667, 29.7166667)",11.0166667,29.7166667,76.32,16,29,13.73,76.32
-34.8,177.23,whitianga,nz,"(-36.833333, 175.7)",-36.833333,175.7,72,55,3,10,72
45.6,-103.19,belle fourche,us,"(44.6713889, -103.8516667)",44.6713889,-103.8516667,40.51,48,1,9.22,41
-57.03,129.68,portland,au,"(-38.352612, 141.605743)",-38.352612,141.605743,65.8,95,100,7.45,65.8
29.52,78.32,najibabad,in,"(29.633333, 78.333333)",29.633333,78.333333,45.77,58,0,2.82,45.77
-17.7,-68.06,patacamaya,bo,"(-17.2333333, -67.9166667)",-17.2333333,-67.9166667,55.24,51,89,8.52,55.24
34.57,97.26,xining,cn,"(36.616667, 101.766667)",36.616667,101.766667,12.78,69,72,2.21,12.78
68.9,76.08,novyy urengoy,ru,"(66.083333, 76.633333)",66.083333,76.633333,-31.74,84,100,10.04,-31.74
59.43,-84.11,attawapiskat,ca,"(52.916667, -82.433333)",52.916667,-82.433333,0.75,92,100,11.68,0.75
-7.8,20.57,lucapa,ao,"(-8.419151, 20.744655)",-8.419151,20.744655,64,92,90,2.19,64
52.0,-16.57,dingle,ie,"(52.1408333, -10.2688889)",52.1408333,-10.2688889,50.04,83,91,28.12,50.04
-29.62,-44.47,imbituba,br,"(-28.233333, -48.666667)",-28.233333,-48.666667,77,88,75,6.91,77
46.81,132.63,baoqing,cn,"(46.331667, 132.211111)",46.331667,132.211111,-9.31,89,100,11.86,-9.31
45.51,109.52,darhan,mn,"(46.6166667, 109.4166667)",46.6166667,109.4166667,8.53,87,63,18.05,8.53
-24.38,-36.03,sao joao da barra,br,"(-21.633333, -41.05)",-21.633333,-41.05,80.6,69,0,20.71,80.6
12.19,-15.41,mansoa,gw,"(12.0733333, -15.3188889)",12.0733333,-15.3188889,67.39,79,65,3.98,67.39
18.78,25.83,kutum,sd,"(14.2, 24.6666667)",14.2,24.6666667,58.95,25,61,13.15,58.95
41.12,-42.46,torbay,ca,"(47.65, -52.733333)",47.65,-52.733333,23.27,86,90,12.66,24.01
61.13,44.4,loyga,ru,"(61.078451, 44.607501)",61.078451,44.607501,19.47,98,100,5.82,19.47
47.72,49.58,marfino,ru,"(46.40852, 48.713981)",46.40852,48.713981,37.18,75,90,11.18,37.4
53.58,-113.78,spruce grove,ca,"(53.533333, -113.916667)",53.533333,-113.916667,2.07,92,1,2.3,5
-14.11,30.6,nyimba,zm,"(-14.55, 30.8333333)",-14.55,30.8333333,69.15,88,98,2.28,69.15
39.77,52.12,gurgan,az,"(40.397462, 50.336733)",40.397462,50.336733,42.8,93,75,11.5,42.8
49.31,-113.67,pincher creek,ca,"(49.483333, -113.95)",49.483333,-113.95,13.32,92,20,3.44,14
63.76,17.52,harnosand,se,"(62.636111, 17.941111)",62.636111,17.941111,11.32,92,90,8.05,12.2
-24.19,-68.66,calama,cl,"(-22.466667, -68.933333)",-22.466667,-68.933333,73.4,9,0,23.02,73.4
-21.21,-65.93,santa barbara,bo,"(-20.9166667, -66.05)",-20.9166667,-66.05,44.2,47,0,13.65,44.2
38.83,123.08,zhuanghe,cn,"(39.700833, 122.991111)",39.700833,122.991111,8.1,72,0,3.51,8.1
-47.6,-108.07,castro,cl,"(-42.463611, -73.808333)",-42.463611,-73.808333,55.06,72,75,4.61,59
-13.93,170.68,sola,vu,"(-13.8833333, 167.55)",-13.8833333,167.55,82.74,73,100,3.94,82.74
-5.42,45.59,bur gabo,so,"(-1.2166667, 41.85)",-1.2166667,41.85,77.09,83,0,11.41,77.09
55.11,37.57,chekhov,ru,"(55.147696, 37.477277)",55.147696,37.477277,32.61,99,100,8.32,34
28.43,-32.28,ribeira grande,pt,"(38.516667, -28.7)",38.516667,-28.7,64.4,88,75,26.46,64.4
64.05,108.33,yerbogachen,ru,"(61.276667, 108.010833)",61.276667,108.010833,-42.86,80,42,5.03,-42.86
46.83,-108.21,billings,us,"(45.7833333, -108.5)",45.7833333,-108.5,44.6,36,75,3.44,44.6
59.61,173.29,anadyr,ru,"(64.75, 177.483333)",64.75,177.483333,3.09,72,90,20.13,3.2
-42.82,174.45,seddon,nz,"(-41.666667, 174.083333)",-41.666667,174.083333,63.03,42,77,4,64
-14.13,-50.68,mozarlandia,br,"(-14.783333, -50.583333)",-14.783333,-50.583333,77.34,75,61,5.5,77.34
50.55,59.67,dombarovskiy,ru,"(50.7587, 59.5386)",50.7587,59.5386,13.03,95,56,14.79,13.03
85.56,-63.35,narsaq,gl,"(77.3025, -68.8425)",77.3025,-68.8425,-9.92,62,0,7.4,-9.92
61.09,-45.12,nanortalik,gl,"(60.1166667, -45.2166667)",60.1166667,-45.2166667,30,92,100,6.17,30
54.51,111.85,kurumkan,ru,"(54.3, 110.3)",54.3,110.3,-22.2,76,93,2.66,-22.2
74.62,-173.23,mys shmidta,ru,"(68.933333, -179.5)",68.933333,-179.5,-17.91,87,100,11.68,-17.91
57.3,129.97,chagda,ru,"(58.7475, 130.619722)",58.7475,130.619722,-36.65,81,100,0.54,-36.65
-15.35,-73.85,coracora,pe,"(-15.0333333, -73.7833333)",-15.0333333,-73.7833333,53.67,61,24,8.68,53.67
22.57,11.02,gat,ly,"(24.9647222, 10.1727778)",24.9647222,10.1727778,51.1,40,0,2.82,51.1
-9.58,-80.85,santiago de cao,pe,"(-7.9588889, -79.2391667)",-7.9588889,-79.2391667,71.6,83,0,10.36,71.6
63.95,141.77,ust-nera,ru,"(64.566667, 143.2)",64.566667,143.2,-27.11,76,100,1.54,-27.11
66.72,48.77,koslan,ru,"(63.456415, 48.898912)",63.456415,48.898912,5.4,94,95,7.99,5.4
-17.42,150.12,bowen,au,"(-20.01367, 148.247543)",-20.01367,148.247543,78.8,83,40,11.5,78.8
71.67,37.85,tumannyy,ru,"(68.884722, 35.694444)",68.884722,35.694444,2.86,85,100,15.88,2.86
2.96,-178.69,vaitupu,wf,"(-13.2333333, -176.15)",-13.2333333,-176.15,83.57,74,100,16.2,83.57
38.38,-0.19,benidorm,es,"(38.539234, -0.136386)",38.539234,-0.136386,67.98,42,98,9.28,69.01
-33.39,73.48,bambous virieux,mu,"(-20.3427778, 57.7575)",-20.3427778,57.7575,77,88,75,5.75,77
24.58,132.86,naze,jp,"(28.366667, 129.483333)",28.366667,129.483333,49.1,77,66,22.3,49.1
28.99,-75.44,marsh harbour,bs,"(26.55, -77.05)",26.55,-77.05,65.73,69,39,26.55,65.73
25.89,50.01,buqayq,sa,"(25.937103, 49.677613)",25.937103,49.677613,60.8,82,0,8.05,60.8
46.06,-68.6,millinocket,us,"(45.6572222, -68.7102778)",45.6572222,-68.7102778,30,66,98,9.06,30
0.94,119.05,bontang,id,"(0.133333, 117.5)",0.133333,117.5,75.47,88,100,4.7,75.47
81.72,-50.22,upernavik,gl,"(72.7833333, -56.1666667)",72.7833333,-56.1666667,-12.46,86,28,11.52,-12.46
11.26,56.56,bargal,so,"(11.2833333, 51.0833333)",11.2833333,51.0833333,71.37,65,0,7.96,71.37
-26.05,-166.79,alofi,nu,"(-19.0166667, -169.9166667)",-19.0166667,-169.9166667,78.8,89,90,10.36,78.8
61.58,39.52,konevo,ru,"(62.121522, 39.319207)",62.121522,39.319207,21.61,98,100,6.93,21.61
28.9,114.33,puqi,cn,"(29.716667, 113.883333)",29.716667,113.883333,38.23,71,0,2.13,38.23
10.8,-84.46,los chiles,cr,"(11.033333, -84.716667)",11.033333,-84.716667,79.34,74,49,7.99,79.34
55.31,152.18,sobolevo,ru,"(54.298333, 155.961111)",54.298333,155.961111,-3.32,92,84,1.81,-3.32
-7.27,156.22,buin,pg,"(-6.8333333, 155.7333333)",-6.8333333,155.7333333,86.5,65,100,0.43,86.5
65.71,100.86,tura,ru,"(64.283333, 100.25)",64.283333,100.25,-44.27,78,44,0.76,-44.27
23.57,118.5,xiamen,cn,"(24.479794, 118.081869)",24.479794,118.081869,53.19,68,0,19.98,53.19
40.2,-15.28,peniche,pt,"(39.357486, -9.380439)",39.357486,-9.380439,54.27,91,81,4,55.99
-35.01,129.25,flinders,au,"(-32.79924, 134.211594)",-32.79924,134.211594,66.02,74,11,9.78,66.02
54.05,-90.62,sioux lookout,ca,"(50.1, -91.916667)",50.1,-91.916667,-0.4,71,20,2.8,-0.4
29.28,-78.25,cape canaveral,us,"(28.4055556, -80.605)",28.4055556,-80.605,57.18,58,75,20.71,57.99
-13.82,-172.33,gataivai,ws,"(-13.75, -172.3833333)",-13.75,-172.3833333,84.09,89,90,18.41,84.2
-18.08,49.48,toamasina,mg,"(-18.1666667, 49.3833333)",-18.1666667,49.3833333,77,94,75,8.05,77
54.18,131.18,stoyba,ru,"(52.8, 131.7)",52.8,131.7,-31.86,84,62,1.57,-31.86
39.97,83.7,kuche,cn,"(41.727778, 82.936389)",41.727778,82.936389,18.88,85,0,0.47,18.88
-48.88,-59.95,rawson,ar,"(-43.300158, -65.10228)",-43.300158,-65.10228,62.24,57,69,16.6,62.24
11.88,83.58,mamallapuram,in,"(12.626389, 80.172222)",12.626389,80.172222,75.22,76,26,10.11,75.22
-24.25,12.35,walvis bay,na,"(-22.9575, 14.5052778)",-22.9575,14.5052778,66.2,82,1,5.75,66.2
33.46,-69.46,hamilton,bm,"(32.2941667, -64.7838889)",32.2941667,-64.7838889,64.06,68,75,46.04,64.99
35.51,87.84,korla,cn,"(41.759722, 86.146944)",41.759722,86.146944,20.19,83,0,2.04,20.19
45.11,-70.92,lac-megantic,ca,"(45.583333, -70.883333)",45.583333,-70.883333,15.01,85,90,8.05,17.6
27.65,-86.1,panama city,us,"(30.1586111, -85.6602778)",30.1586111,-85.6602778,56.41,48,1,1.01,57
52.56,-104.48,melfort,ca,"(52.866667, -104.6)",52.866667,-104.6,0.88,93,93,6.13,0.88
-6.03,-67.1,carauari,br,"(-4.879167, -66.898056)",-4.879167,-66.898056,77.14,93,95,1.83,77.14
58.53,171.53,tilichiki,ru,"(60.466667, 166.1)",60.466667,166.1,-1.16,93,99,8.97,-1.16
29.69,-21.88,los llanos de aridane,es,"(28.658507, -17.918211)",28.658507,-17.918211,64.67,88,40,5.75,66
11.31,129.65,pilar,ph,"(9.865, 126.099444)",9.865,126.099444,80.55,74,86,16.96,80.55
-16.62,70.31,quatre cocos,mu,"(-20.2077778, 57.7625)",-20.2077778,57.7625,77,88,75,4.61,77
-12.58,42.12,moroni,km,"(-11.7041667, 43.2402778)",-11.7041667,43.2402778,80.6,69,7,5.17,80.6
18.8,-33.8,ponta do sol,cv,"(17.2, -25.1)",17.2,-25.1,71.6,73,20,19.57,71.6
20.15,-73.08,port-de-paix,ht,"(19.95, -72.8333333)",19.95,-72.8333333,76.91,70,2,6.8,76.91
76.55,21.67,hammerfest,no,"(70.661667, 23.688333)",70.661667,23.688333,17.6,62,40,21.85,17.6
38.92,-99.16,hays,us,"(38.8791667, -99.3263889)",38.8791667,-99.3263889,34.93,75,1,10.36,35.6
16.53,-83.04,barra patuca,hn,"(15.8, -84.2833333)",15.8,-84.2833333,78.46,77,57,13.06,78.46
40.32,35.54,zile,tr,"(40.303056, 35.886389)",40.303056,35.886389,32,80,40,2.3,32
-22.71,163.52,pouembout,nc,"(-21.1333333, 164.9)",-21.1333333,164.9,84.36,65,50,5.06,84.36
-3.1,-3.23,axim,gh,"(4.8683333, -2.2413889)",4.8683333,-2.2413889,78.42,87,46,6.85,78.42
67.61,-65.57,pangnirtung,ca,"(66.133333, -65.75)",66.133333,-65.75,-7.6,77,1,5.75,-7.6
-0.54,-26.63,touros,br,"(-5.2, -35.466667)",-5.2,-35.466667,80.6,74,20,14.97,80.6
-36.57,-45.26,cidreira,br,"(-30.183333, -50.2)",-30.183333,-50.2,72.73,90,100,14.5,72.73
-8.43,160.21,auki,sb,"(-8.7666667, 160.7)",-8.7666667,160.7,81.91,81,100,15.95,81.91
61.03,83.51,togur,ru,"(58.3631, 82.8265)",58.3631,82.8265,8.65,96,100,1.12,8.65
-17.69,-175.44,neiafu,to,"(-18.65, -173.9833333)",-18.65,-173.9833333,78.8,89,75,16.11,78.8
-43.54,164.05,te anau,nz,"(-45.416667, 167.716667)",-45.416667,167.716667,47.77,75,83,3.27,47.77
-14.73,6.39,namibe,ao,"(-15.196111, 12.152222)",-15.196111,12.152222,73.89,74,99,6.87,73.89
65.61,59.44,inta,ru,"(66.083333, 60.133333)",66.083333,60.133333,-29,85,28,4.61,-29
-7.51,-52.66,sao felix do xingu,br,"(-6.633333, -51.983333)",-6.633333,-51.983333,71.47,92,100,0.74,71.47
-8.16,-78.65,otuzco,pe,"(-7.9, -78.5833333)",-7.9,-78.5833333,71.6,83,0,10.36,71.6
9.33,-103.51,acapulco,mx,"(16.85, -99.916667)",16.85,-99.916667,86,58,40,13.8,86
28.61,-107.24,adolfo lopez mateos,mx,"(28.466667, -107.3)",28.466667,-107.3,64.09,27,23,15.41,64.09
27.58,97.19,tezu,in,"(27.916667, 96.166667)",27.916667,96.166667,57.52,32,0,4.34,57.52
-54.61,178.26,dunedin,nz,"(-45.866667, 170.5)",-45.866667,170.5,52.09,69,89,5.01,53.01
37.98,133.2,sakaiminato,jp,"(35.55, 133.233333)",35.55,133.233333,32,69,75,24.16,32
3.91,-34.48,paracuru,br,"(-3.4, -39.066667)",-3.4,-39.066667,81,76,100,20,81
13.19,-60.37,holetown,bb,"(13.1833333, -59.65)",13.1833333,-59.65,78.8,65,20,13.8,78.8
56.44,1.19,scarborough,gb,"(54.287222, -0.414167)",54.287222,-0.414167,41.47,95,100,8.28,43
48.13,123.96,gannan,cn,"(47.914722, 123.503056)",47.914722,123.503056,-16.33,80,34,3.69,-16.33
48.71,23.73,synevyr,ua,"(48.487448, 23.62575)",48.487448,23.62575,30,90,100,11.01,30
-40.87,-2.17,saldanha,za,"(-33.01167, 17.944202)",-33.01167,17.944202,60.8,72,0,4.61,60.8
87.11,43.72,belushya guba,ru,"(71.539238, 52.332117)",71.539238,52.332117,-21.75,84,100,23.02,-21.75
56.59,27.97,zilupe,lv,"(56.3833333, 28.1166667)",56.3833333,28.1166667,28.96,99,100,3.6,28.96
66.07,-55.26,sisimiut,gl,"(66.9333333, -53.6833333)",66.9333333,-53.6833333,9.59,79,0,10.71,9.59
59.32,-135.93,whitehorse,ca,"(60.716667, -135.05)",60.716667,-135.05,-9.62,77,90,23.02,-9
62.82,121.03,verkhnevilyuysk,ru,"(63.445278, 120.316667)",63.445278,120.316667,-50.98,76,87,2.62,-50.98
17.69,11.52,bilma,ne,"(18.6866667, 12.9191667)",18.6866667,12.9191667,64.27,27,0,10.25,64.27
-6.84,40.82,sokoni,tz,"(-6.4333333, 39.55)",-6.4333333,39.55,82.4,78,75,12.66,82.4
18.48,82.05,malkangiri,in,"(18.35, 81.9)",18.35,81.9,64.92,90,0,1.41,64.92
74.77,-140.6,aklavik,ca,"(68.216667, -135.0)",68.216667,-135.0,-25.6,75,20,6.91,-25.6
7.58,59.82,bandarbeyla,so,"(9.4833333, 50.8166667)",9.4833333,50.8166667,71.24,84,2,16.46,71.24
21.95,-97.12,miramar,mx,"(22.266667, -97.8)",22.266667,-97.8,69.8,64,90,6.91,69.8
68.49,86.97,snezhnogorsk,ru,"(68.093056, 87.74)",68.093056,87.74,-31.61,76,66,9.26,-31.61
47.32,-22.24,praia da vitoria,pt,"(38.733333, -27.066667)",38.733333,-27.066667,65.26,82,75,37.31,66.2
2.95,159.48,namatanai,pg,"(-3.6666667, 152.4333333)",-3.6666667,152.4333333,84.15,72,97,6.85,84.15
30.91,133.62,nakamura,jp,"(32.983333, 132.933333)",32.983333,132.933333,33.96,87,40,14,33.96
28.83,53.56,fasa,ir,"(28.9383, 53.6482)",28.9383,53.6482,37.4,44,0,1.1,37.4
48.28,108.46,ulaanbaatar,mn,"(47.9166667, 106.9166667)",47.9166667,106.9166667,-9.4,70,0,2.24,-9.4
47.82,85.89,zaysan,kz,"(47.466667, 84.866667)",47.466667,84.866667,1.44,92,96,1.43,1.44
12.34,84.68,kattivakkam,in,"(13.216667, 80.316667)",13.216667,80.316667,73.4,94,20,9.24,73.4
43.72,-29.96,lagoa,pt,"(39.05, -27.983333)",39.05,-27.983333,62.96,88,100,32.35,62.96
42.35,38.94,gorele,tr,"(41.030833, 39.003056)",41.030833,39.003056,44.6,87,75,4.61,44.6
14.39,-49.35,sinnamary,gf,"(5.3833333, -52.95)",5.3833333,-52.95,76.8,81,83,9.19,76.8
5.25,25.91,obo,cf,"(5.4, 26.5)",5.4,26.5,75.58,43,92,3.33,75.58
15.7,-31.67,porto novo,cv,"(17.0333333, -25.0666667)",17.0333333,-25.0666667,71.6,73,20,19.57,71.6
-17.62,159.41,poum,nc,"(-20.2333333, 164.0166667)",-20.2333333,164.0166667,81.18,76,23,7.31,81.18
8.17,4.39,ogbomosho,ng,"(8.133333, 4.266667)",8.133333,4.266667,75.38,81,16,5.77,75.38
11.5,12.71,maiduguri,ng,"(11.846441, 13.160274)",11.846441,13.160274,68.11,27,30,9.01,68.11
42.99,56.99,akdepe,tm,"(42.05, 59.4)",42.05,59.4,27.54,80,0,11.5,28.4
0.44,-81.58,muisne,ec,"(0.6080556, -80.0441667)",0.6080556,-80.0441667,80.6,89,75,8.05,80.6
49.49,53.03,inderborskiy,kz,"(48.55, 51.783333)",48.55,51.783333,33.84,88,100,20.2,33.84
55.93,49.98,arsk,ru,"(56.09151, 49.877831)",56.09151,49.877831,16.09,97,100,10.29,16.09
-46.55,-69.99,coihaique,cl,"(-45.566667, -72.066667)",-45.566667,-72.066667,57.2,51,75,9.22,57.2
-30.65,142.92,broken hill,au,"(-31.961729, 141.459976)",-31.961729,141.459976,75.2,83,90,8.05,75.2
21.71,59.28,sur,om,"(22.5666667, 59.5288889)",22.5666667,59.5288889,61.48,59,0,1.52,61.48
12.01,55.86,bereda,so,"(11.85, 51.05)",11.85,51.05,69.44,77,0,4.61,69.44
59.0,118.45,chara,ru,"(56.906389, 118.263056)",56.906389,118.263056,-34.92,77,100,0.78,-34.92
54.17,-49.19,bonavista,ca,"(48.633333, -53.1)",48.633333,-53.1,22.19,86,100,8.05,25
40.17,81.87,aksu,cn,"(41.123056, 80.264444)",41.123056,80.264444,18.63,80,0,4.65,18.63
18.52,-98.05,ahuatempan,mx,"(18.416667, -98.016667)",18.416667,-98.016667,66.85,49,100,25.7,66.85
8.74,-126.65,cabo san lucas,mx,"(22.883333, -109.9)",22.883333,-109.9,76.71,35,20,9.22,78.8
-33.19,-74.74,valparaiso,cl,"(-33.047778, -71.601111)",-33.047778,-71.601111,75.4,49,0,13.8,80.6
-45.52,160.58,tuatapere,nz,"(-46.133333, 167.683333)",-46.133333,167.683333,48,80,96,8.01,48
6.05,88.04,kalmunai,lk,"(7.4166667, 81.8166667)",7.4166667,81.8166667,75.56,89,100,10.47,75.56
38.89,-124.05,ukiah,us,"(39.1502778, -123.2066667)",39.1502778,-123.2066667,48.02,81,73,1.01,52
48.42,19.32,detva,sk,"(48.5666667, 19.4166667)",48.5666667,19.4166667,27,64,100,1.01,27
-6.33,-89.67,san cristobal,ec,"(-0.9166667, -89.5666667)",-0.9166667,-89.5666667,76.39,84,77,3.24,76.39
-1.32,-71.24,japura,br,"(-1.395833, -69.422222)",-1.395833,-69.422222,76.26,94,100,1.63,76.26
45.16,-12.36,muros,es,"(42.776173, -9.060316)",42.776173,-9.060316,57.07,94,100,5.99,57.99
48.04,-98.38,devils lake,us,"(48.1127778, -98.8647222)",48.1127778,-98.8647222,12.2,85,90,14.97,12.2
50.19,-68.21,baie-comeau,ca,"(49.216667, -68.15)",49.216667,-68.15,17.13,93,90,3.8,17.13
-24.3,151.67,gladstone,au,"(-23.84761, 151.256348)",-23.84761,151.256348,78.8,69,6,11.5,78.8
35.25,20.86,methoni,gr,"(36.8166667, 21.7)",36.8166667,21.7,37.71,86,38,2.3,43
24.24,38.59,umm lajj,sa,"(25.021264, 37.268502)",25.021264,37.268502,68.13,60,18,5.66,68.13
70.88,90.4,talnakh,ru,"(69.4865, 88.3972)",69.4865,88.3972,-32.69,73,0,4.36,-32.69
38.75,148.91,nemuro,jp,"(43.323611, 145.575)",43.323611,145.575,29.62,93,100,23.78,29.62
-27.0,22.71,kathu,za,"(-27.695692, 23.049289)",-27.695692,23.049289,71.4,27,0,10.45,71.4
31.4,57.74,ravar,ir,"(31.265625, 56.80545)",31.265625,56.80545,49.5,38,35,5.19,49.5
7.12,-58.64,vreed en hoop,gy,"(6.8, -58.1833333)",6.8,-58.1833333,81.63,69,40,4.61,82.4
44.64,-59.53,louisbourg,ca,"(45.916667, -59.983333)",45.916667,-59.983333,24.33,69,100,1.99,25
21.26,115.15,shenzhen,cn,"(22.533333, 114.133333)",22.533333,114.133333,53.67,67,18,1.01,55.99
13.43,-12.97,tambacounda,sn,"(13.7833333, -13.6666667)",13.7833333,-13.6666667,80.6,16,0,4.61,80.6
42.11,76.9,kyzyl-suu,kg,"(42.3408333, 77.9980556)",42.3408333,77.9980556,19.89,68,0,7.81,19.89
35.03,96.56,yumen,cn,"(39.833333, 97.733333)",39.833333,97.733333,12.52,50,0,2.59,12.52
33.43,-107.2,truth or consequences,us,"(33.1283333, -107.2522222)",33.1283333,-107.2522222,55.11,17,1,8.21,57
64.97,30.66,kostomuksha,ru,"(64.686485, 30.815064)",64.686485,30.815064,12.6,96,99,7.29,12.6
8.1,-78.03,el real de santa maria,pa,"(8.1333333, -77.7166667)",8.1333333,-77.7166667,78.73,75,91,4.83,78.73
13.18,48.06,bosaso,so,"(11.2847222, 49.1825)",11.2847222,49.1825,72.18,74,0,3.53,72.18
52.75,116.34,bukachacha,ru,"(52.983333, 116.916667)",52.983333,116.916667,-20.67,84,100,2.46,-20.67
41.32,-98.36,grand island,us,"(40.925, -98.3416667)",40.925,-98.3416667,23.41,88,96,5.99,24.01
54.2,-76.83,matagami,ca,"(49.75, -77.633333)",49.75,-77.633333,-2.2,78,90,9.22,-2.2
-21.77,15.49,usakos,na,"(-22.0, 15.6)",-22.0,15.6,76.35,49,18,3.09,76.35
5.57,107.0,paka,my,"(4.6374, 103.4368)",4.6374,103.4368,75.11,94,99,2.3,75.2
36.99,71.2,jurm,af,"(36.864768, 70.834207)",36.864768,70.834207,21.36,57,6,6.69,21.36
4.14,13.06,abong mbang,cm,"(3.9833333, 13.1833333)",3.9833333,13.1833333,72.23,59,100,1.54,72.23
-36.51,-39.75,laguna,br,"(-28.483333, -48.783333)",-28.483333,-48.783333,73.45,96,100,8.21,73.45
7.1,-0.84,agogo,gh,"(6.8, -1.0833333)",6.8,-1.0833333,75.36,79,27,8.1,75.36
-56.19,129.33,mount gambier,au,"(-37.831799, 140.77919)",-37.831799,140.77919,68,94,40,5.75,68
2.06,-162.87,samusu,ws,"(-13.9666667, -171.3666667)",-13.9666667,-171.3666667,82.74,75,100,17.25,82.74
31.62,123.71,huilong,cn,"(31.811111, 121.655)",31.811111,121.655,34.61,55,0,1.01,37
25.75,28.22,asyut,eg,"(27.1827778, 31.1827778)",27.1827778,31.1827778,50,43,0,5.75,50
44.05,-96.3,brandon,us,"(43.5947222, -96.5716667)",43.5947222,-96.5716667,23.63,74,90,16.11,24.8
56.2,84.16,kozhevnikovo,ru,"(56.258889, 83.971389)",56.258889,83.971389,21.29,93,100,8.99,21.99
-26.37,123.19,port hedland,au,"(-20.312149, 118.610588)",-20.312149,118.610588,78.8,94,0,6.91,78.8
